RA,FASE,TURMA,NOME,INSTITUICAO_ENSINO_ALUNO,PEDRA,INDE,REC_AVAL_1,REC_AVAL_2,REC_AVAL_3,REC_AVAL_4,REC_PSICO,NIVEL_IDEAL,DEFASAGEM,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,ANO_BASE,IDADE_ALUNO_MISSING,INDE_MISSING,CG_MISSING,CF_MISSING,CT_MISSING,QTDE_AVAL_MISSING,IAA_MISSING,IEG_MISSING,IPS_MISSING,IDA_MISSING,NOTA_MAT_MISSING,NOTA_PORT_MISSING,NOTA_ING_MISSING,IPV_MISSING,IPP_MISSING,INSTITUICAO_ENSINO_ALUNO_MISSING,PEDRA_MISSING,REC_AVAL_1_MISSING,REC_AVAL_2_MISSING,REC_AVAL_3_MISSING,REC_AVAL_4_MISSING,REC_PSICO_MISSING,DESTAQUE_IEG_MISSING,DESTAQUE_IDA_MISSING,DESTAQUE_IPV_MISSING,ALTO_INDE,CAT_IDADE_ALUNO,CAT_ANO_INGRESSO,CAT_CG,CAT_CF,CAT_CT,CAT_QTDE_AVAL,CAT_IAA,CAT_IEG,CAT_IPS,CAT_IDA,CAT_NOTA_MAT,CAT_NOTA_PORT,CAT_NOTA_ING,CAT_IPV,CAT_IAN,CAT_IPP,CAT_PEDRA_ORDINAL,CAT_NOTA_MEDIA,CAT_TEMPO_PM,DEFASADO
RA-434,2,M,Aluno-434,Escola Pública,Ametista,7.403,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Sem limitações,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,1,2,3,2,3,2,2,3,1,1,2,2,2,2,1,0
RA-435,2,M,Aluno-435,Escola Pública,Ágata,6.599,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Sem limitações,Fase 2 (5º e 6º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,2,1,3,1,1,2,1,1,2,2,1,2,1,0
RA-436,2,M,Aluno-436,Escola Pública,Ágata,6.687,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Sem limitações,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,4,2,3,1,1,1,1,1,2,2,1,1,1,0
RA-437,2,M,Aluno-437,Escola Pública,Ágata,6.875,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Sem limitações,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,2,1,2,2,3,3,2,2,2,1,1,1,2,1,2,1,1
RA-438,2,M,Aluno-438,Escola Pública,Ametista,7.764,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Sem limitações,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,2,3,3,4,3,4,1,2,2,2,2,4,1,0
RA-439,2,M,Aluno-439,Escola Pública,Quartzo,5.519,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Sem limitações,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,3,1,3,1,1,1,1,1,1,2,1,1,1,1
RA-440,2,P,Aluno-440,Escola Pública,Ametista,7.329,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,1,2,4,4,3,2,2,1,1,1,2,2,2,2,1,0
RA-441,2,P,Aluno-441,Escola Pública,Topázio,8.188,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,2,3,2,3,4,4,4,1,4,2,2,3,4,3,0
RA-442,2,P,Aluno-442,Escola Pública,Topázio,8.226,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,1,2,5,2,3,4,5,2,1,4,2,2,3,4,1,0
RA-443,2,P,Aluno-443,Escola Pública,Ametista,7.482,Promovido de Fase,Promovido de Fase,Mantido na Fase + Bolsa,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,2,3,4,3,2,4,1,1,5,1,2,2,2,3,1
RA-444,2,P,Aluno-444,Escola Pública,Ágata,6.665,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Requer avaliação,Fase 2 (5º e 6º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,2,2,2,3,2,1,1,1,1,1,3,2,2,1,1,4,0
RA-445,2,P,Aluno-445,Escola Pública,Ágata,6.924,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,3,4,3,1,1,4,1,3,1,2,1,1,1,1
RA-446,2,P,Aluno-446,Escola Pública,Ametista,7.367,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Requer avaliação,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,2,4,3,1,3,3,4,1,4,1,2,2,3,4,1
RA-447,2,P,Aluno-447,Escola Pública,Quartzo,5.607,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,1,2,3,1,4,1,1,1,2,2,1,1,1,0
RA-448,2,P,Aluno-448,Escola Pública,Ametista,7.972,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,1,2,3,5,3,2,2,2,1,4,2,2,2,2,1,0
RA-449,2,P,Aluno-449,Escola Pública,Ágata,6.143,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,1,1,3,3,2,4,1,4,1,2,1,3,1,1
RA-450,2,Q,Aluno-450,Escola Pública,Ametista,7.843,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,2,5,4,3,4,3,4,1,4,1,2,2,4,1,1
RA-451,2,Q,Aluno-451,Escola Pública,Ágata,6.434,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,DESCONHECIDO,Requer avaliação,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,2,2,2,3,1,2,2,1,5,1,2,1,2,1,2,3,1
RA-452,2,Q,Aluno-452,Escola Pública,Ágata,6.287,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,2,2,2,3,1,3,1,2,1,1,2,1,2,1,2,1,1
RA-453,2,Q,Aluno-453,Escola Pública,Ametista,7.845,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,1,1,1,2,3,3,3,5,4,5,1,3,1,2,2,5,1,1
RA-454,2,Q,Aluno-454,Escola Pública,Quartzo,5.561,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não indicado,Fase 4 (9º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,2,2,2,4,3,1,1,1,1,1,1,1,2,1,1,4,1
RA-455,2,Q,Aluno-455,Escola Pública,Ágata,6.876,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,1,2,1,2,3,3,2,3,1,2,1,2,1,3,1,1
RA-456,2,Q,Aluno-456,Escola Pública,Ametista,7.193,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Requer avaliação,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,1,2,1,2,2,4,2,5,1,5,1,2,2,4,1,1
RA-457,2,Q,Aluno-457,Escola Pública,Ametista,7.68,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,1,2,2,3,3,5,4,5,1,3,1,2,2,5,1,1
RA-458,2,Q,Aluno-458,Escola Pública,Ágata,6.512,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,2,2,2,2,2,3,2,2,3,1,1,1,2,1,2,3,1
RA-459,2,Q,Aluno-459,Escola Pública,Ametista,7.28,Promovido de Fase,Promovido de Fase,Promovido de Fase,DESCONHECIDO,Sem limitações,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,2,1,4,5,4,2,5,1,2,1,2,2,4,3,1
RA-460,2,Q,Aluno-460,Escola Pública,Quartzo,5.711,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,1,2,3,1,1,2,1,1,1,2,1,1,1,1
RA-461,2,Q,Aluno-461,Escola Pública,Quartzo,5.451,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Sem limitações,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,2,2,2,1,1,3,1,1,2,1,2,1,2,1,1,4,1
RA-462,2,Q,Aluno-462,Escola Pública,Ágata,6.626,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Sem limitações,Fase 4 (9º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,2,2,2,5,3,3,1,1,2,1,1,1,2,1,1,1,1
RA-463,2,U,Aluno-463,Escola Pública,Ágata,6.41,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,2,2,2,5,2,3,1,1,1,1,2,1,2,1,1,2,1
RA-464,2,U,Aluno-464,Escola Pública,Ágata,6.745,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,2,2,2,1,2,3,1,1,3,1,3,1,2,1,2,1,1
RA-465,2,U,Aluno-465,Escola Pública,Ametista,8.012,Promovido de Fase,Promovido de Fase,Promovido de Fase,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,2,2,2,3,4,5,2,1,5,2,2,2,4,3,0
RA-466,2,U,Aluno-466,Escola Pública,Ágata,6.826,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,2,1,2,2,5,3,1,1,2,1,3,1,2,1,1,1,1
RA-467,2,U,Aluno-467,Escola Pública,Ágata,6.38,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Requer avaliação,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,2,2,2,1,3,1,2,2,2,1,2,1,2,1,2,1,1
RA-468,2,U,Aluno-468,Escola Pública,Ágata,6.313,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,2,2,2,4,1,3,1,1,1,1,1,1,2,1,1,1,1
RA-469,2,U,Aluno-469,Escola Pública,Ametista,7.624,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Requer avaliação,Fase 2 (5º e 6º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,1,2,3,5,1,2,3,2,1,4,2,2,2,2,1,0
RA-470,2,U,Aluno-470,Escola Pública,Ametista,7.378,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,2,2,5,3,3,2,4,1,3,1,2,2,3,3,1
RA-471,2,U,Aluno-471,Escola Pública,Ágata,6.535,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Requer avaliação,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,2,2,2,1,3,1,3,2,3,1,4,1,2,1,3,2,1
RA-472,2,U,Aluno-472,Escola Pública,Quartzo,5.93,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,3,2,3,1,1,1,1,2,1,2,1,1,1,1
RA-473,2,U,Aluno-473,Escola Pública,Quartzo,5.915,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,2,2,2,2,1,3,1,1,1,1,1,1,2,1,1,3,1
RA-474,2,U,Aluno-474,Escola Pública,Ágata,6.446,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,2,2,2,4,4,3,1,1,1,1,1,1,2,1,1,3,1
RA-475,2,U,Aluno-475,Escola Pública,Ametista,7.199,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,1,2,2,4,3,2,1,5,1,3,1,2,2,2,1,1
RA-476,2,U,Aluno-476,Escola Pública,Ágata,6.931,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Requer avaliação,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,2,1,2,3,4,1,2,2,2,1,3,1,2,1,2,3,1
RA-477,2,U,Aluno-477,Escola Pública,Quartzo,3.633,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Requer avaliação,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1
RA-478,2,U,Aluno-478,Escola Pública,Ágata,6.709,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Requer avaliação,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,2,2,2,2,4,2,2,1,2,1,2,1,2,1,2,3,1
RA-479,1,A,Aluno-479,Rede Decisão,Topázio,8.465,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,DESCONHECIDO,Sem limitações,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,2,4,3,5,5,5,1,5,1,2,3,5,2,1
RA-480,1,A,Aluno-480,Escola Pública,Ametista,7.502,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,1,2,3,3,3,3,3,2,1,5,1,2,2,3,1,1
RA-481,1,A,Aluno-481,Escola Pública,Ametista,7.21,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,2,2,3,2,3,2,2,1,1,2,2,2,2,2,1,0
